발짓 0 1 2
수비대 1 0 3
영우 0 1 2
풍선 7 7 2
오죽하겠는가 0 1 6
안좋았던건 1 0 5
풀었고 1 2 3
짜여졌다 0 1 4
손병호게임 1 0 5
댈기 1 0 2
닮아서 3 12 3
느끼은 1 0 3
낫으면하네요 1 0 6
비비면서 0 1 4
경해 1 0 2
빠뜨릴것이 0 1 5
훈훈해졌던 0 1 5
정론 1 0 2
조선영 1 1 3
다루면 4 0 3
주얼리 2 0 3
재미있을꺼라 0 1 6
에든 5 37 2
들어주겠더라 1 0 6
주는것이 2 0 4
높은걸 1 0 3
임진록 1 0 3
청테이프 1 0 4
메가턴 1 0 3
시원시원하네요 0 1 7
순대 2 3 2
되고싶겟지만 0 1 6
싸워놓고 1 0 4
했던말에 0 1 4
빠져들도록 0 1 5
이티 3 4 2
심하게 100 21 3
얻어맞은 0 4 4
대영화인듯긴박한상황에 1 0 11
보내 11 16 2
사러 3 3 2
늙으셨네 0 1 4
이끌고말이야 0 1 6
케보키언 1 0 4
ㅅㅅㅅㅅ 1 0 4
두운 29 42 2
숀코너리 1 1 4
분간 9 2 2
중신 0 1 2
똑같음 15 0 3
고만하자 2 0 4
시킬것인지 1 0 5
있어용 0 4 3
욱김 2 1 2
어지럽 2 0 3
다정 2 2 2
웄 0 1 1
숨막혔을건 0 1 5
재밋숩니 0 1 4
식상하다는 0 1 5
꿀꿀한데 1 0 4
같네우하우하우하 1 0 8
냅킨 1 0 2
내놓은 6 2 3
수재 1 0 2
쓰시는듯 0 1 4
단연 21 128 2
놀라는게 2 1 4
좋으니 4 5 3
괜찮앗어요 0 1 5
어눌한 5 2 3
영부인 2 0 3
간결하게 1 1 4
혼났네요 2 1 4
다큐 303 223 2
강해져 1 0 3
성경 20 14 2
빌린줄 0 1 3
소식 8 10 2
통일 10 22 2
배은망덕 1 0 4
열림 1 0 2
토지 3 3 2
도와주던가 1 0 5
싸운거 1 0 3
재밌으셨는데 0 1 6
울겠다 1 0 3
영화로소이다 1 0 6
고립 2 9 2
야하기만 3 3 4
아이템 13 7 3
쏟아지지 0 1 4
킼킼흫흐흫훟 0 1 6
참네 2 0 2
이다되가네 0 1 5
쓱쓱 0 1 2
펜텀 0 1 2
같은가 1 0 3
시청각 1 0 3
깨끗하게 5 5 4
그렇죠 1 3 3
했던지 3 0 3
나쁜데 1 0 3
슬프군요 0 1 4
않은 456 542 2
돌리기 8 1 3
프로도 10 5 3
죽이아주 1 0 4
껴안은 0 1 3
떠날지 1 0 3
대중문화 1 2 4
잼나는구만 0 1 5
이루기에 0 1 4
내버릴까 1 0 4
나름데로 1 1 4
아쉽다라고 0 1 5
올라오는 1 4 4
실패했을 2 0 4
만나면 19 10 3
논다는 1 1 3
되어있습니다 1 3 6
은허 0 1 2
조춘 2 1 2
☞ 4 1 1
않으 0 1 2
재일 9 15 2
데몬 0 2 2
지루할수가 7 0 5
적응해라 1 0 4
뻔하기는 1 0 4
풍운 9 3 2
감옥살이 1 0 4
엄상현 0 1 3
유명했지 0 1 4
흥미로웠을 2 0 5
보지말라 9 2 4
거리 179 142 2
불쌍해지고 1 0 5
복 21 24 1
불안함이 1 0 4
돼는지 1 0 3
하 1454 1008 1
있어요 20 169 3
넘기지 2 1 3
하나같 1 0 3
방방 1 0 2
시대유감 0 1 4
싸우는데 8 1 4
않는것처럼 1 0 5
결방 8 6 2
ㅊㄱ 0 1 2
~!(^-^)/ 0 1 8
초창 7 9 2
이기고 0 1 3
내보내야 1 0 4
미적지근하다 1 0 6
생선 5 3 2
요욕 1 0 2
망쳤네 5 0 3
분명하지만 1 1 5
빡치긴 1 0 3
박리나 1 0 3
막히다 6 8 3
신기하네 6 2 4
잼잇닼 0 1 3
빠져요 0 1 3
재밋게봣는뎈 0 1 6
넘었다는걸 0 1 5
닥빙녀 0 1 3
역시우라 1 0 4
감사하며 2 8 4
싱겁기까지 1 0 5
끝나는거 2 0 4
여전하구나 2 1 5
보신탕 3 1 3
괴위섀위꾸이드롸 1 0 8
시킬지 0 1 3
바라지 13 10 3
할가치가 2 0 4
발라 9 2 2
놈이어도 1 0 4
짰나 1 0 2
갖고싶지 0 1 4
너무하지만 1 0 5
심했네요 2 1 4
:- 2 1 2
태조왕 0 1 3
화석 0 1 2
억지스러웠는데 1 1 7
퍼마시 1 0 3
糞女 1 0 2
쫓다가 2 0 3
참으며 5 2 3
부실해진 1 0 4
따뜻해지만 0 1 5
더러워진다 3 0 5
굉장히말이야 1 0 6
정도까지 1 1 4
만들수있는거지만 1 0 8
던지고 9 2 3
밑천 3 0 2
숨졸 0 1 2
슈뤠 1 0 2
Rubber 1 0 6
돌려놓고는 1 0 5
OP 1 1 2
잘쓰냐 0 1 3
도와준다라는데 1 0 7
유발 146 21 2
놓치면 2 15 3
웃겠습니다 0 1 5
좋아하는듯 5 1 5
받음 17 16 2
멋진건 2 2 3
예외 10 8 2
중배 0 2 2
흉해서 0 1 3
댄가 1 0 2
보여진 2 1 3
박혀있는것 0 1 5
~--;; 1 0 5
도착 4 5 2
다를수 1 1 3
연방 2 1 2
좋다는걸 0 1 4
애쓰는건 1 0 4
박완규 0 2 3
죽겠다 24 12 3
뵈옵니다 0 1 4
해운 0 1 2
어려윘 1 0 3
편차 0 2 2
탄까진 0 1 3
그러운 1 0 3
션트 2 2 2
한심하기가 1 0 5
필요하랴 1 6 4
먹는구나 2 0 4
다른길 2 0 3
사줄께 1 0 3
,// 0 1 3
ㅆ 15 14 1
헤세 1 0 2
내놓지만 0 1 4
지겹더라 2 0 4
?,, 2 0 3
알려줘야지 4 0 5
걸치던가 1 0 4
위대하다는 0 1 5
호텔 18 21 2
보자면 10 8 3
털이범 0 1 3
길들여지는가 0 1 6
맛보는 0 2 3
...-_-;;; 1 0 9
나열하면 1 0 4
울리는걸 0 1 4
쩐다 62 144 2
고프신 0 1 3
보여지지만 1 1 5
얹혔다 1 0 3
들이아주신 0 1 5
ㅋㅇㅋㅋ 1 0 4
들만의 1 0 3
김혜숙 1 0 3
설펏 1 0 2
불량품 2 1 3
원했어요 1 0 4
오감 5 9 2
사랑과영혼 3 0 5
꼬랔 1 0 2
따분하더라고요 1 0 7
극장전 0 1 3
홍산 0 1 2
났군 2 1 2
붕탁 1 1 2
정시 1 1 2
힘빠지네 1 0 4
찬란하군 1 0 4
폄 3 0 1
피지말자는 0 1 5
나넬 0 1 2
인동 2 1 2
임오군란 1 0 4
괜찮을수 1 0 4
싸하게만 1 0 4
흉한 2 1 2
충청 2 0 2
번요 1 0 2
쪽팔린지 1 0 4
으루 4 0 2
되어야지요 0 1 5
짜증나던데 2 0 5
뽑네 3 1 2
위조지폐 1 0 4
보았었는데 0 2 5
내가이 1 0 3
튀겨졌음 1 0 4
민주 13 1 2
하록선장 1 0 4
어렷울때 0 1 4
개웃곀 0 1 3
있을것인가 0 1 5
끌고있는 2 1 4
묵은 4 2 2
~~( 0 1 3
않았다는게 0 2 5
어설픔이있 0 1 5
viva 0 1 4
나올수있다는거에 0 1 8
년말 0 1 2
생각났다 2 15 4
불륜 214 75 2
않는듯 7 3 3
안조는데 1 0 4
쎄게 2 2 2
틀려먹었다 1 0 5
얼머 1 0 2
쓴다 48 7 2
비꼬는듯 0 1 4
염통 0 1 2
지켜봐주는 0 1 5
얄밉네 0 1 3
산만하게 10 2 4
실망하긴 1 0 4
말아먹고있어 1 0 6
볶음밥 1 0 3
틸다 0 6 2
용괴작 1 0 3
꽃가루 1 0 3
않은거냐 1 0 4
김두수 0 1 3
have 2 5 4
뵈요 2 1 2
runningmania 1 0 12
졌네요 1 3 3
좋아집니다 0 1 5
선머슴 1 0 3
안가고싶은 1 0 5
skeeter 0 1 7
본다는것도 1 0 5
실패했나 1 0 4
지났는데도 3 13 5
새겨 2 3 2
참신한데 11 1 4
자유로워지지 0 1 6
worst 3 0 5
초초 0 2 2
어이없었 1 0 4
없어지고 9 4 4
TRPG 1 0 4
보셧 1 0 2
지문 1 5 2
재미없다는거야 0 1 7
뭉쳐 0 1 2
돌지 1 1 2
부둣가씬 0 1 4
		 3 4 2
썩게 3 0 2
뜨거웠고 0 1 4
시큰하다 0 1 4
ㅓㅈ 0 1 2
해줬던 1 8 3
일어날만 0 1 4
날아가는못 0 1 5
짊 1 4 1
바뀌 2 1 2
수다씬 1 0 3
은공 0 1 2
더기 1 2 2
찍어다가 0 1 4
아름다운거 0 1 5
기다려도 1 0 4
심하잖냐 1 0 4
나자나 0 1 3
미스코리아 5 1 5
무서웟다 1 0 4
싸잡히네 1 0 4
셧음 1 0 2
게스 1 1 2
동동 1 0 2
샤바 1 0 2
내보내면서 1 0 5
ydg 1 0 3
수광 0 1 2
터져나오더군요 0 1 7
사라지지만 0 1 5
태어났어야 1 0 5
나왔다지만 1 0 5
어딨는거냐 1 0 5
하는거니 4 1 4
plain 1 0 5
조악함과 1 1 4
꽂보다 0 1 3
오오 12 31 2
멕스폐인 1 0 4
읽 1 0 1
없나싶을 0 1 4
되어있지 1 5 4
칠텐데 1 0 3
영영 4 2 2
젊다고 0 2 3
혼났어요 0 1 4
졸립긴 1 0 3
재밋게봣다 1 2 5
교문 1 0 2
했고만 0 1 3
아트웍 2 0 3
샬럿 1 1 2
와타나베 1 3 4
쌓으면서 0 1 4
구린면이 0 1 4
재밌으면서 0 2 5
담는다는게 1 0 5
세관 1 1 2
맞았던듯 0 1 4
섹시하다 7 13 4
갸우뚱 3 0 3
편하도록 0 1 4
바랜다 1 0 3
애잔하고 0 10 4
쓰고가고싶 1 0 5
연하남 0 1 3
데프콘 1 2 3
바뀐다던데 1 0 5
하고있는것인지 1 0 7
늘어나야 0 1 4
다루기 2 2 3
해주려는 2 0 4
알바트로스 0 1 5
숙이고 3 0 3
뻔한줄 0 1 3
파인으로 0 1 4
남존 0 1 2
보던시기 0 1 4
입니다안 1 0 4
고사리 0 1 3
울렁거려요 0 1 5
옮겨지는 0 1 4
망쳤다고 3 1 4
주든가 1 0 3
없어선 0 1 3
은인 1 1 2
갑인듯 2 9 3
해서야 2 1 3
났을꺼야 1 0 4
다툰다 2 0 3
피타 2 1 2
한사 0 1 2
살아있을 3 2 4
충무공 4 0 3
끊겼다 1 0 3
드레 1 0 2
썼더니 1 0 3
끓어야하는대 1 0 6
짜증나 142 7 3
모렛 1 0 2
늘리고 4 2 3
..-,.- 1 0 6
닦을려면 1 0 4
바뀌는데 3 1 4
하루아침 1 1 4
북두신권 1 0 4
음량 1 1 2
훌륭햇음 0 1 4
민망했나 1 0 4
친다냐 1 0 3
하곤 5 1 2
덜하는듯 0 1 4
충실하여 1 0 4
됬기 1 0 2
부딪혔다 2 0 4
나와야하는데 2 2 6
튀기는거 1 0 4
¡ 0 1 1
숨어서 1 3 3
니당당 0 1 3
골격 3 2 2
라즈베리 7 0 4
41회 0 1 3
못하겟음 1 0 4
죽을거 6 0 3
살고있다면 0 1 5
캐다가 0 1 3
이었던것인가 1 0 6
참았네요 1 0 4
끄니 1 1 2
좋아졌네요 0 2 5
장녹수 1 0 3
보면답답 1 0 4
넘쳐나 0 1 3
with 2 8 4
놓아줄 0 1 3
돌려주는것과 0 1 6
허탈하고 1 0 4
쟈밌는 0 1 3
짜개 0 3 2
아쉬운거지 0 1 5
끝내주고 0 7 4
크라이 1 3 3
돌아도 2 0 3
거슬렸고 1 1 4
김진수 1 0 3
컨텐더급 1 0 4
띄기만 1 0 3
전에봤던영화 0 1 6
하였네요 2 1 4
떨어지겠네 2 0 5
가신다는 0 1 4
혜결 0 1 2
낮아져서 1 0 4
루카스 9 6 3
르꽁트 0 1 3
기는나오더라 1 0 6
에스 6 5 2
꼴보견 1 0 3
아름답거나 1 0 5
방임 3 0 2
우사 0 3 2
공상 22 9 2
고리타분하지 0 1 6
훙내낼순없 1 0 5
됀것도 1 0 3
않는자 1 0 3
신나는 7 35 3
잔재 1 0 2
되니깐 2 2 3
cookie 0 1 6
만드는것에 0 1 5
폭 15 24 1
series 0 4 6
국민 80 106 2
만들던가 19 3 4
건강하기까지 0 1 6
주제음악 0 1 4
서하던걸 1 0 4
다니라도 0 1 4
심층 1 1 2
명상 2 1 2
적을라고 0 1 4
웃겠지 1 1 3
꼬인 6 5 2
녹아있는 2 19 4
토나왔다 2 0 4
사사로운 0 3 4
잼습니다 0 1 4
엉뚱하면 0 1 4
밥맛 14 0 2
주려니까 1 0 4
의존 21 9 2
금기 4 4 2
국외 0 1 2
니코틴 1 1 3
일런가 0 1 3
부족해지는 0 1 5
배야 2 0 2
온다는 1 3 3
봐라 275 246 2
대모 1 0 2
만들어두 1 0 4
행적 2 2 2
혈압 17 1 2
돈퍼부어 1 0 4
멋지다는것 0 1 5
생뚱맞는 3 0 4
오그라들고 6 2 5
화나네요 4 0 4
두어야 4 1 3
응급 1 0 2
잡힐거 1 0 3
미안한데 11 1 4
성숙한것 0 1 4
궁금하지는 1 0 5
해치면서 0 1 4
보겟죠 0 1 3
황당했음 2 0 4
지루해져가만 1 0 6
띄어쓰기 2 0 4
잘하겠다 1 0 4
신기했네요 0 2 5
부딪힌다 0 1 4
touching 0 3 8
수명 3 3 2
즐함 1 0 2
덥잖은 16 5 3
고달프고도 0 1 5
심하시 1 0 3
(- 10 1 2
떼 23 10 1
봤는데요 8 26 4
쓰지만 4 4 3
나오는사 1 0 4
깨깨 1 0 2
아픔니다 1 0 4
가상현실 2 3 4
Reflection 0 1 10
자릿세 0 1 3
마시멜로우 0 1 5
‥‥ 3 1 2
웰케 1 7 2
무쟈게잼남 0 1 5
서툴 0 1 2
성행위 5 1 3
최익현 1 0 3
아찔하던지 0 1 5
않다는거 2 2 4
헷갈려 1 0 3
할아 1 0 2
대단했다 0 20 4
이입 17 13 2
잇는구만 2 0 4
불타 2 2 2
슬펐구 0 1 3
WOOOOOOD 1 0 8
미쳐가는거야 1 0 6
죽었어야 2 1 4
disappointed 1 0 12
이빈 1 1 2
만들었다 82 170 4
아랫사람 3 1 4
기발한 17 49 3
애잔했던 1 1 4
2006~7년 0 1 7
나대라 1 1 3
일군 0 1 2
뿅 3 12 1
냉혹함이 0 1 4
나갔어야 1 0 4
해보이더니 1 0 5
하고싶나 1 0 4
그릴줄 1 1 3
세상 291 533 2
센티미터 2 1 4
해군기지 7 0 4
순택 0 1 2
만들지말라고 1 0 6
曰 2 1 1
쓰면서 9 5 3
ㅁㅇ 1 4 2
터지면서 2 1 4
전교 0 1 2
았습 1 0 2
같앗어요 1 1 4
보고싶엇다 1 0 5
호제 1 4 2
정선 28 33 2
마라내가 1 0 4
깨끗히 1 2 3
벌어 11 5 2
걸려있는 1 0 4
이장면 3 1 3
벌리는 1 0 3
준다는거 2 1 4
로튼 4 0 2
보약 1 1 2
아니었더라도 1 1 6
봐오던 1 4 3
살려서 4 5 3
잉글런드 1 0 4
예쁠수도 1 0 4
이던데요 0 1 4
싫어하나 0 2 4
알아챌듯 1 0 4
알렸지만 1 0 4
살이 26 45 2
통속 15 10 2
안일함에 1 0 4
높드 1 0 2
보느내내 0 1 4
맥아 2 2 2
찌워 1 0 2
짓기가 0 1 3
18회 0 2 3
돈나 1 0 2
변호 2 1 2
조로증 0 1 3
78회 1 0 3
혜주 1 1 2
싶지안다 1 0 4
내줬데 0 1 3
버리지말아야겠다고 0 1 9
몰랐으면 0 1 4
에라곤 2 3 3
한채원 0 1 3
덜기 1 0 2
미쳤다는게 1 0 5
비추네여 1 0 4
임펙트잇 0 1 4
흘렀다는 0 1 4
쓸거 2 0 2
7.37 1 1 4
치켜들게 0 1 4
내려놓고 2 2 4
여전하지만 2 0 5
나온거다 1 0 4
효도르 1 0 3
MADE 0 1 4
좋을것만 0 1 4
재밌는다는데 1 0 6
어처구니 95 11 4
캐러 2 2 2
알려지고 0 1 4
웃고있으면 0 1 5
담는 1 6 2
개네 1 1 2
좋아해줄테니 1 0 6
좋겠어요 29 131 4
!!!????? 0 1 8
할려니 0 1 3
김영애 4 6 3
땀시 2 0 2
궁금해지네요 0 3 6
이쁜듯 1 1 3
..`-,.-; 1 0 8
느끼다와 0 1 4
블랙박스 0 2 4
흘렸으나 1 0 4
태양빛 1 1 3
철호 0 1 2
GARBAGE 1 0 7
지녔다고 1 0 4
쭁 0 1 1
서글픔 0 1 3
일찍이 0 1 3
홍계훈 0 1 3
단호박 1 0 3
갚는게 1 1 3
김희수 0 1 3
아닌거가 0 1 4
말짱 1 2 2
샤버트 0 1 3
음침함이라니 0 1 6
전담 0 1 2
새로웠음 0 1 4
좀아니다 5 0 4
비범함을 0 1 4
했다는것만으로 1 0 7
싸시네 1 0 3
너머 4 8 2
작으면서 1 0 4
incoming 0 1 8
끊기듯 1 0 3
그럴가치도 1 0 5
좋네요 25 346 3
나아간다 2 1 4
평화헌법 1 0 4
ㅉㅉㅉㅉ 10 0 4
전리 1 0 2
이성 10 19 2
견뎌내고 0 3 4
즐거워 3 11 3
윤진서 18 4 3
미씨 1 0 2
뽀로롱 0 1 3
빌려오셨던 0 1 5
있겠죠 2 2 3
바랐었던 0 1 4
전지전능하고 0 1 6
져주인 0 1 3
느낄수있음 1 1 5
죽이고싶 0 1 4
주겠음 8 0 3
성실 1 0 2
('') 0 1 4
블론드 0 1 3
아우슈비츠 0 3 5
쓸대 12 1 2
뭉치는 0 1 3
내주지 1 0 3
파묻어 1 0 3
사지말잔 1 0 4
가게주인이 1 0 5
났을듯 2 1 3
떨리고 1 2 3
느덕 0 1 2
에프킬라 1 0 4
안하겠음 1 0 4
빠지는 28 23 3
제밋다 0 1 3
피어스 10 17 3
후즐 1 0 2
안되더군요 1 1 5
기리보이 1 1 4
전치 1 0 2
만드는 381 474 3
꼴려 0 2 2
유혈 2 1 2
파레 0 1 2
푸치니 0 2 3
아름다우면서도 0 2 7
개밥 11 3 2
ㅉㅉㅉㅉㅉㅉ 2 1 6
가난한게 0 1 4
거친건 1 0 3
반갑소 0 1 3
그럭저럭 160 52 4
잠긴듯 0 1 3
뺐지만 0 1 3
되었던 9 28 3
본받아야 1 2 4
뻗쳐서 1 0 3
비슷한게 0 1 4
닿더라구요 0 1 5
벗는 13 2 2
벅차네요 0 1 4
높게줘도 1 0 4
처절했던 0 2 4
명단 3 1 2
사로잡은 0 5 4
느리게 7 2 3
축소 3 9 2
하고있음 1 2 4
암스트롱 0 1 4
방공 3 0 2
하는지고 1 0 4
만드셨는지 4 0 5
재밌다네요 0 1 5
273 0 1 3
장의 1 2 2
특이하더군요 0 1 6
이성룡 0 1 3
안겨주고 0 1 4
고마울 2 2 3
엘리트스포츠 0 1 6
아니거든요 2 0 5
박다 1 0 2
많더군 1 1 3
재팬 4 2 2
뛰어넘 2 0 3
뽀잉 0 3 2
히스토리 0 2 4
돌리 6 0 2
안되겠습니까 1 0 6
올레 46 16 2
최헌 0 1 2
에리오 0 1 3
하더군 5 0 3
고르가 0 1 3
드러나다 1 0 4
않가는 1 0 3
쌓이면 1 0 3
그럴진 0 1 3
낭랑히 1 0 3
입니다 715 2138 3
1998년 4 13 5
It 3 17 2
쓸쓸해서 0 1 4
늘어났지 0 1 4
하얗게 2 2 3
모멸 1 0 2
섹시한데 2 0 4
안녕하지못한 0 1 6
깨트린듯 1 0 4
틀어줌 1 2 3
맞추는걸 0 1 4
난다면 1 0 3
성대현 4 0 3
빠른듯 1 1 3
허무할 1 1 3
어수룩한듯 1 0 5
재밌겠지라고 1 0 6
퀭 1 0 1
헤어졌습니다 1 0 6
왼발 3 1 2
넘친다면 1 0 4
안좋습니다 1 0 5
총탄 0 1 2
과꽃 1 0 2
진부한게 1 0 4
잡아낸 0 2 3
잠재 2 7 2
cant 0 1 4
뭉클해지네요 0 3 6
먼만 2 0 2
날렸음 2 0 3
격지전 1 0 3
계엄 1 0 2
닝겐 0 3 2
코롱 1 0 2
발칙한 6 8 3
없으니까 7 10 4
용도아니라는 1 0 6
국가보안법 1 1 5
어지럽지도 0 1 5
아깝꺼 1 0 3
가시는데 0 1 4
마저도 46 21 3
우디앨런 4 10 4
당연한거지 1 0 5
미루고있다면 0 1 6
벙크 0 1 2
풋풋해 0 1 3
느슨하지 1 0 4
~!!!( 0 1 5
물체 23 0 2
바꿔야겠다 0 1 5
유머일번지 1 0 5
크하 2 0 2
되고있어 0 1 4
아낫 1 0 2
재밌었을지 2 0 5
나갔을까 1 0 4
풋풋하구 0 1 4
떠벌리고 2 0 4
insignificant 1 0 13
영화제작사 1 1 5
떠났네 0 1 3
펩시 0 1 2
남의껄 1 0 3
몰두하고 2 0 4
도르마 0 1 3
재미없었음 56 2 5
되고이 1 0 3
후는 0 1 2
등장 149 108 2
노출하는거 1 0 5
이시영 3 13 3
적은데 1 2 3
됩 1 0 1
걘 0 1 1
변해도 0 4 3
잔인하거나 0 2 5
에쁩니 0 1 3
헛소리 18 12 3
대본이었다 1 0 5
암내 1 0 2
twilight 1 0 8
찍는것도 1 1 4
심심했으나 0 1 5
앞세웠길래 1 0 5
빠는것까진 1 0 5
느니 5 2 2
상환 3 1 2
먹더만 1 0 3
분담 0 1 2
났다는데요 0 1 5
영합 1 0 2
고달픔 0 1 3
쩝 144 28 1
나오는지 33 12 4
송은희 2 0 3
씁쓸합니다요 0 1 6
어울린다고 2 0 5
되시고 0 1 3
남아계실 0 1 4
안달 24 8 2
바빌론 0 1 3
황금비 1 0 3
希望 0 1 2
바뀔수도 0 1 4
보고있었던지 0 1 6
어마 8 8 2
렉서스 1 0 3
뭥뮈 1 0 2
드는게 9 2 3
찰영함 1 0 3
혼선 3 0 2
낫것다 7 0 3
-__- 3 0 4
뜬데 0 1 2
꾸는게 1 0 3
짜증나던 3 0 4
짓이나말이 1 0 5
안았을까 0 1 4
치못 6 3 2
이재익 1 0 3
막혀요 0 1 3
봐주겟네 6 0 4
내리는데 0 2 4
찾아서 35 47 3
불닭 0 1 2
구딩 1 2 2
중구 28 2 2
차주옥 1 0 3
들어가는구나 0 1 6
씌 3 4 1
너그러운 0 1 4
끌어와 1 1 3
참으면서 13 0 4
생겼지만 0 2 4
신선하면서도 0 2 6
아픕니다 3 12 4
돌아갔네요 0 1 5
버렸다는것은 1 0 6
관망 2 3 2
퀵실버 0 3 3
김하늘 14 22 3
미어지며 0 1 4
담겨있다 3 7 4
ㅣㄴ 1 1 2
슬프잖아 0 1 4
친자 11 1 2
소라 13 7 2
샐러리맨 2 1 4
편있습니다 0 1 5
헷헷 0 1 2
도일 5 3 2
어바웃타임 4 6 5
늣 2 1 1
다는데 2 4 3
Hffufguo 0 1 8
넘어설수있는 0 2 6
우악스런 0 1 4
소장 16 173 2
다물수 0 1 3
☆☆☆☆ 0 1 4
性 1 0 1
경탄 0 3 2
냉정했음 1 0 4
낮내요 0 3 3
...= 0 1 4
홍보팀 1 1 3
배워야지 0 1 4
낮추기 22 1 3
배운것보다 1 0 5
날치 0 1 2
처용 2 0 2
빡치시게 1 0 4
올리니 1 0 3
쓰지말자 1 0 4
따구로 17 4 3
유치한대 1 0 4
아깝울 1 0 3
교묘한 4 0 3
나오거야 1 0 4
돌렸습니다 7 0 5
가능한것인가 1 0 6
뿜기 1 1 2
서정희 1 0 3
피곤 2 1 2
좋아지고 3 3 4
난잡 8 1 2
원자력 0 1 3
대인기피증 1 0 5
하시고있다니 0 1 6
웃기구 1 1 3
오라버님 0 1 4
곽정욱 0 1 3
잭더 0 1 2
헤이헤이헤이 1 0 6
아니고서는 1 2 5
황홀하기 0 2 4
질라 0 3 2
감명 23 164 2
재밌어지려면 0 1 6
born 1 0 4
가능했을듯 1 0 5
타파 8 9 2
되진 9 3 2
깔았지만 1 0 4
마물 3 0 2
이루고 3 5 3
셑기 1 0 2
스윙스 3 0 3
떠오를만 0 1 4
갑동 0 2 2
걸로 4 0 2
선교단체 1 0 4
이건영 6 1 3
조영은 2 0 3
구태의연하게 0 1 6
안타깝던지 0 1 5
보솤 2 1 2
내버림 2 0 3
병균 2 0 2
들여다보는 0 1 5
재미없었던게 1 0 6
쏟겠어 1 0 3
아메리카 9 7 4
로멘틱코메디 0 2 6
늙는게 0 1 3
많겠다 1 0 3
THIS 0 1 4
아프다구 0 1 4
건너간 1 0 3
퇴보하지도 1 0 5
백퍼센트 1 1 4
밀릴게 1 0 3
굉장하군 0 1 4
떨어졌어요 2 0 5
평범하게 7 8 4
획획 1 0 2
의견 41 15 2
..). 1 0 4
설레임 5 32 3
떠나가라 0 1 4
어설프기 9 0 4
찾아보아야 1 0 5
들어줬던 1 2 4
싫어하지도 2 0 5
놀라긴 3 1 3
정사인 1 0 3
착취 4 5 2
브레드 9 4 3
홍경인 11 7 3
아까웠지만 2 0 5
살려야 1 1 3
힛힛 3 0 2
다루었다 2 1 4
블레임 2 0 3
몰라라 5 0 3
교장 2 5 2
미치지못 1 1 4
되느 0 1 2
칸쿠로 0 1 3
찡하던지 0 1 4
담력 1 1 2
타운 3 0 2
필요했었다 1 0 5
그린다면서 1 0 5
노려보는 0 2 4
김고은 14 5 3
편대 1 1 2
까였음 1 0 3
허탈함의 1 0 4
쉐린이짱 0 1 4
~"" 2 9 3
리핑 1 2 2
버리내 2 0 3
아프구만 1 0 4
아니게나 1 0 4
치욕스럽다 1 0 5
벗었지만 2 0 4
계신듯 1 2 3
성괴녀 2 0 3
꼴데라 0 1 3
알아가며 0 1 4
썸딩 1 0 2
모피 1 0 2
매달리지 1 0 4
받으라고 4 0 4
웃겼을텐데 1 0 5
앤해서웨이 1 5 5
오르기 3 3 3
맘보 0 1 2
하는말인가 0 1 5
감기 40 9 2
대갈 6 3 2
얻습니다 0 1 4
새롭웠 0 1 3
딸리나보다 0 1 5
프로젝트 21 14 4
짧게나마 0 1 4
엄매 0 1 2
회지 1 0 2
윽수 0 1 2
탔 0 2 1
except 1 0 6
피살 2 1 2
앵앵거리고 1 0 5
진보 20 24 2
관갹들 1 0 3
쓰고 125 50 2
들고다니는데 1 0 6
안맛 1 0 2
뺏네요 0 1 3
♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥ 0 1 27
노가리 2 1 3
먹혔을 1 1 3
몰랏다 1 1 3
난삽 1 1 2
추카 2 0 2
신선할것도 1 0 5
괴롭히는가 1 0 5
보길래 0 1 3
이진 14 8 2
공급 7 1 2
나서 122 88 2
행복하기를 0 1 5
가졌네 1 0 3
웃게하려고 0 1 5
소령 1 6 2
동조 8 0 2
없시 1 1 2
가잔 1 0 2
따왔다고하던가 1 0 7
몰려오는게 1 0 5
죽인다는 1 0 4
벗트 1 0 2
ㅡㅡㅋㅋ 3 2 4
맹글라 1 0 3
받죠 1 1 2
안된다구 1 1 4
Dude 0 1 4
보십 1 3 2
쓰다가 3 1 3
뭐라하네 1 1 4
덜도말고 1 1 4
저럿케 1 0 3
태어나기도 1 4 5
구릉 1 0 2
배떄 1 0 2
괴담 14 7 2
윤대 1 0 2
쓴거네 1 0 3
생겨야지 2 0 4
않그레 1 0 3
살아왔지만 0 2 5
상관없어 3 2 4
8-10 1 0 4
데쓰노트 1 0 4
친밀함을 0 1 4
마리우스 0 1 4
계시는 2 3 3
까는걸 1 0 3
있건만 2 0 3
알려주죠 0 1 4
죽었다는것을 0 1 6
힘내셔요 0 1 4
틀어줬는데 6 2 5
괜찮긴 3 3 3
물럿거 1 0 3
보았더라 1 0 4
카오스 5 0 3
뭐라고하는지 2 0 6
그럴꺼냐 1 0 4
적었지만 0 1 4
온다고하던데 1 0 6
직막 1 0 2
카미 2 0 2
문단속 0 1 3
1990 0 1 4
나와가지고 2 0 5
대항해시대 0 2 5
않았을텐데 5 6 5
ㅎㅁ 1 2 2
줍니다 61 56 3
참회 1 2 2
야드를 1 0 3
밥상 4 4 2
굽타 0 1 2
멋있고 6 72 3
뿐이잖아 1 1 4
이동진 8 9 3
채우는군 1 0 4
갔다오면 0 2 4
Ctrl 2 1 4
